,Amount missing,Persentage missing
"SCQ,SCQ_06",43,2.284803400637619
"SCQ,SCQ_07",38,2.0191285866099893
"SCQ,SCQ_04",38,2.0191285866099893
"SCQ,SCQ_02",38,2.0191285866099893
"SCQ,SCQ_03",36,1.9128586609989375
"SCQ,SCQ_05",36,1.9128586609989375
"PreInt_EduHx,expulsion",35,1.8597236981934113
"PreInt_DevHx,preg_dur",34,1.8065887353878853
"PreInt_EduHx,school_difficulty",31,1.647183846971307
"PreInt_DevHx,puberty",26,1.381509032943677
"PreInt_DevHx,delivery",26,1.381509032943677
"PreInt_EduHx,detention",26,1.381509032943677
"PreInt_EduHx,tutor",24,1.2752391073326248
"PreInt_EduHx,family_religious",17,0.9032943676939427
"SympChck,CSC_30P",14,0.7438894792773645
"SympChck,CSC_32C",14,0.7438894792773645
"SympChck,CSC_33P",14,0.7438894792773645
"PreInt_DevHx,lost_skills",14,0.7438894792773645
"SympChck,CSC_10P",14,0.7438894792773645
"SympChck,CSC_22P",13,0.6907545164718385
"SympChck,CSC_15P",13,0.6907545164718385
"PreInt_EduHx,bestfriend",13,0.6907545164718385
"SympChck,CSC_26P",13,0.6907545164718385
"SympChck,CSC_11P",12,0.6376195536663124
"SympChck,CSC_16P",12,0.6376195536663124
"SympChck,CSC_06P",12,0.6376195536663124
"SympChck,CSC_55bP",12,0.6376195536663124
"SympChck,CSC_19P",12,0.6376195536663124
"SympChck,CSC_31P",12,0.6376195536663124
"SympChck,CSC_54P",12,0.6376195536663124
"SympChck,CSC_12P",11,0.5844845908607864
"SympChck,CSC_37P",11,0.5844845908607864
"SympChck,CSC_39P",11,0.5844845908607864
"SympChck,CSC_36P",11,0.5844845908607864
"SympChck,CSC_45C",11,0.5844845908607864
"SympChck,CSC_45P",11,0.5844845908607864
"SympChck,CSC_55dC",11,0.5844845908607864
"SympChck,CSC_32P",10,0.5313496280552604
"SympChck,CSC_50P",10,0.5313496280552604
"SympChck,CSC_08C",10,0.5313496280552604
"SympChck,CSC_42P",10,0.5313496280552604
"SympChck,CSC_18P",10,0.5313496280552604
"SympChck,CSC_38P",10,0.5313496280552604
"PCIAT,PCIAT_16",10,0.5313496280552604
"SympChck,CSC_47P",10,0.5313496280552604
"SympChck,CSC_20P",10,0.5313496280552604
"SympChck,CSC_25P",10,0.5313496280552604
"SympChck,CSC_55gP",10,0.5313496280552604
"SympChck,CSC_21P",10,0.5313496280552604
"SympChck,CSC_55fP",10,0.5313496280552604
"SympChck,CSC_20C",9,0.4782146652497344
"SympChck,CSC_35P",9,0.4782146652497344
"SympChck,CSC_46P",9,0.4782146652497344
"SympChck,CSC_03P",9,0.4782146652497344
"SympChck,CSC_24P",9,0.4782146652497344
"PreInt_EduHx,repeated_grades",9,0.4782146652497344
"WHODAS_P,WHODAS_P_12",8,0.4250797024442083
"SympChck,CSC_53P",8,0.4250797024442083
"SympChck,CSC_09P",8,0.4250797024442083
"SympChck,CSC_48P",8,0.4250797024442083
"SympChck,CSC_14P",8,0.4250797024442083
"PCIAT,PCIAT_07",8,0.4250797024442083
"ICU_P,ICU_P_21",8,0.4250797024442083
"SympChck,CSC_23P",8,0.4250797024442083
"SympChck,CSC_13P",8,0.4250797024442083
"SympChck,CSC_44P",8,0.4250797024442083
"SympChck,CSC_15C",8,0.4250797024442083
"ICU_P,ICU_P_16",8,0.4250797024442083
"SympChck,CSC_29P",8,0.4250797024442083
"SympChck,CSC_17P",8,0.4250797024442083
"SympChck,CSC_55aP",7,0.37194473963868224
"IAT,IAT_05",7,0.37194473963868224
"SympChck,CSC_55hP",7,0.37194473963868224
"PCIAT,PCIAT_17",7,0.37194473963868224
"SympChck,CSC_08P",7,0.37194473963868224
"SympChck,CSC_55iP",7,0.37194473963868224
"SympChck,CSC_55iC",7,0.37194473963868224
"IAT,IAT_09",7,0.37194473963868224
"SympChck,CSC_07P",7,0.37194473963868224
"SympChck,CSC_37C",7,0.37194473963868224
"IAT,IAT_14",7,0.37194473963868224
"SympChck,CSC_05P",7,0.37194473963868224
"IAT,IAT_15",7,0.37194473963868224
"IAT,IAT_16",7,0.37194473963868224
"SympChck,CSC_41P",7,0.37194473963868224
"SympChck,CSC_43P",7,0.37194473963868224
"SympChck,CSC_52P",6,0.3188097768331562
"SympChck,CSC_52C",6,0.3188097768331562
"ICU_P,ICU_P_19",6,0.3188097768331562
"SympChck,CSC_01P",6,0.3188097768331562
"ICU_P,ICU_P_10",6,0.3188097768331562
"SympChck,CSC_17C",6,0.3188097768331562
"SympChck,CSC_38C",6,0.3188097768331562
"SympChck,CSC_55eP",6,0.3188097768331562
"SympChck,CSC_11C",6,0.3188097768331562
"PCIAT,PCIAT_20",6,0.3188097768331562
"SympChck,CSC_55hC",6,0.3188097768331562
"ICU_P,ICU_P_23",6,0.3188097768331562
"SympChck,CSC_16C",6,0.3188097768331562
"SympChck,CSC_42C",6,0.3188097768331562
"SympChck,CSC_26C",6,0.3188097768331562
"ICU_P,ICU_P_22",6,0.3188097768331562
"PreInt_DevHx,growth_concerns",6,0.3188097768331562
"CIS_SR,CIS_SR_03",6,0.3188097768331562
"SympChck,CSC_34P",6,0.3188097768331562
"SympChck,CSC_40P",6,0.3188097768331562
"ASSQ,ASSQ_12",6,0.3188097768331562
"PCIAT,PCIAT_19",6,0.3188097768331562
"ICU_P,ICU_P_15",6,0.3188097768331562
"IAT,IAT_06",6,0.3188097768331562
"SympChck,CSC_55dP",6,0.3188097768331562
"SympChck,CSC_39C",6,0.3188097768331562
"ICU_P,ICU_P_20",5,0.2656748140276302
"SympChck,CSC_49P",5,0.2656748140276302
"SCQ,SCQ_18",5,0.2656748140276302
"ICU_P,ICU_P_17",5,0.2656748140276302
"SCQ,SCQ_39",5,0.2656748140276302
"SympChck,CSC_55cP",5,0.2656748140276302
"SympChck,CSC_50C",5,0.2656748140276302
"SympChck,CSC_33C",5,0.2656748140276302
"PCIAT,PCIAT_15",5,0.2656748140276302
"PCIAT,PCIAT_18",5,0.2656748140276302
"SympChck,CSC_19C",5,0.2656748140276302
"PCIAT,PCIAT_08",5,0.2656748140276302
"PCIAT,PCIAT_05",5,0.2656748140276302
"SympChck,CSC_23C",5,0.2656748140276302
"WHODAS_P,WHODAS_P_07",5,0.2656748140276302
"WHODAS_SR,WHODAS_SR_12",5,0.2656748140276302
"WHODAS_SR,WHODAS_SR_11",5,0.2656748140276302
"SympChck,CSC_27P",5,0.2656748140276302
"SympChck,CSC_55gC",5,0.2656748140276302
"SympChck,CSC_28C",5,0.2656748140276302
"SympChck,CSC_02P",5,0.2656748140276302
"IAT,IAT_20",5,0.2656748140276302
"SympChck,CSC_43C",5,0.2656748140276302
"IAT,IAT_17",5,0.2656748140276302
"IAT,IAT_10",5,0.2656748140276302
"IAT,IAT_03",5,0.2656748140276302
"IAT,IAT_08",5,0.2656748140276302
"IAT,IAT_04",5,0.2656748140276302
"SCARED_P,SCARED_P_38",5,0.2656748140276302
"SympChck,CSC_55bC",5,0.2656748140276302
"SympChck,CSC_55aC",5,0.2656748140276302
"SCARED_P,SCARED_P_34",5,0.2656748140276302
"SympChck,CSC_04P",5,0.2656748140276302
"SympChck,CSC_51P",5,0.2656748140276302
"ICU_P,ICU_P_18",4,0.21253985122210414
"ICU_P,ICU_P_12",4,0.21253985122210414
"SympChck,CSC_10C",4,0.21253985122210414
"ASSQ,ASSQ_27",4,0.21253985122210414
"SympChck,CSC_24C",4,0.21253985122210414
"SympChck,CSC_35C",4,0.21253985122210414
"ASSQ,ASSQ_19",4,0.21253985122210414
"ICU_P,ICU_P_24",4,0.21253985122210414
"SympChck,CSC_28P",4,0.21253985122210414
"SympChck,CSC_30C",4,0.21253985122210414
"SympChck,CSC_36C",4,0.21253985122210414
"PCIAT,PCIAT_14",4,0.21253985122210414
"SympChck,CSC_53C",4,0.21253985122210414
"SCQ,SCQ_15",4,0.21253985122210414
"CIS_SR,CIS_SR_07",4,0.21253985122210414
"SympChck,CSC_55cC",4,0.21253985122210414
"CIS_P,CIS_P_05",4,0.21253985122210414
"PCIAT,PCIAT_10",4,0.21253985122210414
"SCARED_P,SCARED_P_09",4,0.21253985122210414
"PCIAT,PCIAT_09",4,0.21253985122210414
"CIS_P,CIS_P_10",4,0.21253985122210414
"SCQ,SCQ_17",4,0.21253985122210414
"SCQ,SCQ_13",4,0.21253985122210414
"PCIAT,PCIAT_04",4,0.21253985122210414
"PCIAT,PCIAT_03",4,0.21253985122210414
"SympChck,CSC_55eC",3,0.1594048884165781
"SympChck,CSC_27C",3,0.1594048884165781
"SympChck,CSC_02C",3,0.1594048884165781
"SympChck,CSC_05C",3,0.1594048884165781
"SympChck,CSC_01C",3,0.1594048884165781
"SCQ,SCQ_10",3,0.1594048884165781
"WHODAS_P,WHODAS_P_08",3,0.1594048884165781
"SCARED_P,SCARED_P_25",3,0.1594048884165781
"WHODAS_P,WHODAS_P_09",3,0.1594048884165781
"SympChck,CSC_06C",3,0.1594048884165781
"SCARED_P,SCARED_P_30",3,0.1594048884165781
"WHODAS_P,WHODAS_P_11",3,0.1594048884165781
"PCIAT,PCIAT_06",3,0.1594048884165781
"SympChck,CSC_12C",3,0.1594048884165781
"SympChck,CSC_54C",3,0.1594048884165781
"PCIAT,PCIAT_12",3,0.1594048884165781
"CIS_SR,CIS_SR_10",3,0.1594048884165781
"CIS_SR,CIS_SR_04",3,0.1594048884165781
"SympChck,CSC_18C",3,0.1594048884165781
"ICU_P,ICU_P_07",3,0.1594048884165781
"SCQ,SCQ_32",3,0.1594048884165781
"SCQ,SCQ_34",3,0.1594048884165781
"IAT,IAT_19",3,0.1594048884165781
"SCQ,SCQ_37",3,0.1594048884165781
"ASSQ,ASSQ_02",3,0.1594048884165781
"IAT,IAT_18",3,0.1594048884165781
"ASSQ,ASSQ_05",3,0.1594048884165781
"SCQ,SCQ_22",3,0.1594048884165781
"SympChck,CSC_41C",3,0.1594048884165781
"IAT,IAT_13",3,0.1594048884165781
"SCQ,SCQ_35",3,0.1594048884165781
"ICU_P,ICU_P_03",3,0.1594048884165781
"IAT,IAT_12",3,0.1594048884165781
"ICU_P,ICU_P_14",3,0.1594048884165781
"ICU_P,ICU_P_13",3,0.1594048884165781
"IAT,IAT_11",3,0.1594048884165781
"ICU_P,ICU_P_11",3,0.1594048884165781
"ASSQ,ASSQ_18",3,0.1594048884165781
"SCQ,SCQ_36",3,0.1594048884165781
"SympChck,CSC_34C",2,0.10626992561105207
"SympChck,CSC_21C",2,0.10626992561105207
"WHODAS_SR,WHODAS_SR_05",2,0.10626992561105207
"SympChck,CSC_22C",2,0.10626992561105207
"PCIAT,PCIAT_02",2,0.10626992561105207
"WHODAS_SR,WHODAS_SR_03",2,0.10626992561105207
"PCIAT,PCIAT_01",2,0.10626992561105207
"CIS_P,CIS_P_04",2,0.10626992561105207
"CIS_P,CIS_P_07",2,0.10626992561105207
"SympChck,CSC_25C",2,0.10626992561105207
"SympChck,CSC_31C",2,0.10626992561105207
"WHODAS_SR,WHODAS_SR_10",2,0.10626992561105207
"SympChck,CSC_55fC",2,0.10626992561105207
"CIS_P,CIS_P_11",2,0.10626992561105207
"WHODAS_SR,WHODAS_SR_02",2,0.10626992561105207
"SympChck,CSC_29C",2,0.10626992561105207
"WHODAS_SR,WHODAS_SR_07",2,0.10626992561105207
"SCARED_P,SCARED_P_21",2,0.10626992561105207
"PCIAT,PCIAT_13",2,0.10626992561105207
"SCQ,SCQ_23",2,0.10626992561105207
"SCQ,SCQ_14",2,0.10626992561105207
"ASSQ,ASSQ_15",2,0.10626992561105207
"ASSQ,ASSQ_14",2,0.10626992561105207
"SCQ,SCQ_20",2,0.10626992561105207
"SCQ,SCQ_21",2,0.10626992561105207
"ASSQ,ASSQ_08",2,0.10626992561105207
"SCQ,SCQ_24",2,0.10626992561105207
"SCARED_P,SCARED_P_02",2,0.10626992561105207
"ASSQ,ASSQ_01",2,0.10626992561105207
"SCQ,SCQ_40",2,0.10626992561105207
"SympChck,CSC_44C",2,0.10626992561105207
"ICU_P,ICU_P_02",2,0.10626992561105207
"ICU_P,ICU_P_04",2,0.10626992561105207
"ICU_P,ICU_P_05",2,0.10626992561105207
"ASSQ,ASSQ_21",2,0.10626992561105207
"SCQ,SCQ_09",2,0.10626992561105207
"SCARED_P,SCARED_P_41",2,0.10626992561105207
"SympChck,CSC_09C",2,0.10626992561105207
"SympChck,CSC_14C",2,0.10626992561105207
"SympChck,CSC_13C",2,0.10626992561105207
"SCARED_P,SCARED_P_14",2,0.10626992561105207
"SCARED_P,SCARED_P_15",2,0.10626992561105207
"SCARED_P,SCARED_P_19",2,0.10626992561105207
"SCARED_P,SCARED_P_20",2,0.10626992561105207
"ICU_P,ICU_P_06",2,0.10626992561105207
"SCARED_P,SCARED_P_26",2,0.10626992561105207
"SCARED_P,SCARED_P_27",2,0.10626992561105207
"SCARED_P,SCARED_P_32",2,0.10626992561105207
"SympChck,CSC_51C",2,0.10626992561105207
"SCARED_P,SCARED_P_37",2,0.10626992561105207
"SCARED_P,SCARED_P_40",2,0.10626992561105207
"SympChck,CSC_03C",2,0.10626992561105207
"IAT,IAT_02",2,0.10626992561105207
"SympChck,CSC_49C",1,0.053134962805526036
"SympChck,CSC_40C",1,0.053134962805526036
"SCARED_P,SCARED_P_39",1,0.053134962805526036
"SympChck,CSC_07C",1,0.053134962805526036
"SympChck,CSC_04C",1,0.053134962805526036
"SCARED_P,SCARED_P_23",1,0.053134962805526036
"SCARED_P,SCARED_P_22",1,0.053134962805526036
"SCARED_P,SCARED_P_16",1,0.053134962805526036
"SCARED_P,SCARED_P_13",1,0.053134962805526036
"SCARED_P,SCARED_P_12",1,0.053134962805526036
"SCARED_P,SCARED_P_08",1,0.053134962805526036
"SCARED_P,SCARED_P_05",1,0.053134962805526036
"SCARED_P,SCARED_P_01",1,0.053134962805526036
"CIS_SR,CIS_SR_11",1,0.053134962805526036
"CIS_SR,CIS_SR_08",1,0.053134962805526036
"PCIAT,PCIAT_11",1,0.053134962805526036
"WHODAS_P,WHODAS_P_10",1,0.053134962805526036
"WHODAS_P,WHODAS_P_06",1,0.053134962805526036
"WHODAS_P,WHODAS_P_04",1,0.053134962805526036
"WHODAS_P,WHODAS_P_03",1,0.053134962805526036
"WHODAS_SR,WHODAS_SR_09",1,0.053134962805526036
"WHODAS_SR,WHODAS_SR_08",1,0.053134962805526036
"WHODAS_SR,WHODAS_SR_06",1,0.053134962805526036
"WHODAS_SR,WHODAS_SR_04",1,0.053134962805526036
"WHODAS_SR,WHODAS_SR_01",1,0.053134962805526036
"CIS_P,CIS_P_13",1,0.053134962805526036
"CIS_P,CIS_P_06",1,0.053134962805526036
"IAT,IAT_07",1,0.053134962805526036
"SCARED_P,SCARED_P_24",1,0.053134962805526036
"SCARED_P,SCARED_P_28",1,0.053134962805526036
"SCARED_P,SCARED_P_33",1,0.053134962805526036
"ICU_P,ICU_P_09",1,0.053134962805526036
"ASSQ,ASSQ_26",1,0.053134962805526036
"ASSQ,ASSQ_24",1,0.053134962805526036
"ASSQ,ASSQ_20",1,0.053134962805526036
"ASSQ,ASSQ_13",1,0.053134962805526036
"ASSQ,ASSQ_11",1,0.053134962805526036
"ASSQ,ASSQ_09",1,0.053134962805526036
"ASSQ,ASSQ_07",1,0.053134962805526036
"ASSQ,ASSQ_06",1,0.053134962805526036
"ASSQ,ASSQ_04",1,0.053134962805526036
"ASSQ,ASSQ_03",1,0.053134962805526036
"ICU_P,ICU_P_08",1,0.053134962805526036
"SCARED_P,SCARED_P_PN",1,0.053134962805526036
"ICU_P,ICU_P_01",1,0.053134962805526036
"SCQ,SCQ_38",1,0.053134962805526036
"SCQ,SCQ_33",1,0.053134962805526036
"SCQ,SCQ_31",1,0.053134962805526036
"SCQ,SCQ_30",1,0.053134962805526036
"SCQ,SCQ_25",1,0.053134962805526036
"SCQ,SCQ_12",1,0.053134962805526036
"SCQ,SCQ_11",1,0.053134962805526036
"SCQ,SCQ_08",1,0.053134962805526036
"SCQ,SCQ_01",1,0.053134962805526036
"ARI_P,ARI_P_03",1,0.053134962805526036
