,Amount missing,Persentage missing
"WHODAS_SR,WHODAS_SR_Days03",50,2.836074872376631
"WHODAS_SR,WHODAS_SR_Days02",48,2.7226318774815654
"PreInt_EduHx,getalongkids_school",47,2.665910380034033
"PreInt_EduHx,suspension",41,2.3255813953488373
"SCQ,SCQ_06",37,2.098695405558707
"SCQ,SCQ_02",34,1.9285309132161088
"SCQ,SCQ_04",34,1.9285309132161088
"SCQ,SCQ_07",34,1.9285309132161088
"CBCL,CBCL_41",33,1.871809415768576
"SCQ,SCQ_05",32,1.8150879183210438
"SCQ,SCQ_03",32,1.8150879183210438
"PreInt_DevHx,preg_dur",31,1.7583664208735112
"PreInt_EduHx,school_difficulty",29,1.6449234259784458
"PreInt_EduHx,expulsion",29,1.6449234259784458
"Barratt,financialsupport",23,1.3045944412932502
"PreInt_DevHx,delivery",23,1.3045944412932502
"PreInt_EduHx,tutor",22,1.2478729438457177
"PreInt_EduHx,detention",21,1.191151446398185
"PreInt_DevHx,puberty",21,1.191151446398185
"ESWAN,Panic_B13",20,1.1344299489506522
"ESWAN,Panic_B09",20,1.1344299489506522
"ESWAN,Panic_B12",19,1.0777084515031197
"ESWAN,Panic_A03B",18,1.0209869540555871
"ESWAN,Panic_B11",18,1.0209869540555871
"ESWAN,Panic_B02",17,0.9642654566080544
"ESWAN,Panic_B05",16,0.9075439591605219
"ESWAN,Panic_B08",16,0.9075439591605219
"ESWAN,Panic_B06",15,0.8508224617129893
"ESWAN,Panic_B10",15,0.8508224617129893
"ESWAN,Panic_A03A",15,0.8508224617129893
"ESWAN,DMDD_10C",14,0.7941009642654565
"ESWAN,Panic_B07",14,0.7941009642654565
"ESWAN,Panic_A02B",14,0.7941009642654565
"PreInt_EduHx,family_religious",14,0.7941009642654565
"SympChck,CSC_30P",14,0.7941009642654565
"SympChck,CSC_32C",14,0.7941009642654565
"SympChck,CSC_33P",14,0.7941009642654565
"ESWAN,Panic_A01B",14,0.7941009642654565
"ESWAN,Panic_B04",13,0.737379466817924
"ESWAN,Panic_B03",13,0.737379466817924
"ESWAN,Panic_B01",13,0.737379466817924
"RBS,RBS_44",12,0.6806579693703914
"PreInt_EduHx,bestfriend",12,0.6806579693703914
"ESWAN,Panic_A02A",12,0.6806579693703914
"ESWAN,Panic_A01A",12,0.6806579693703914
"SympChck,CSC_31P",12,0.6806579693703914
"SympChck,CSC_54P",12,0.6806579693703914
"SympChck,CSC_26P",12,0.6806579693703914
"PreInt_DevHx,lost_skills",12,0.6806579693703914
"SympChck,CSC_16P",12,0.6806579693703914
"SympChck,CSC_15P",11,0.6239364719228588
"SympChck,CSC_39P",11,0.6239364719228588
"SympChck,CSC_37P",11,0.6239364719228588
"SympChck,CSC_55bP",11,0.6239364719228588
"SympChck,CSC_22P",11,0.6239364719228588
"SympChck,CSC_19P",11,0.6239364719228588
"SympChck,CSC_55dC",11,0.6239364719228588
"SympChck,CSC_45P",11,0.6239364719228588
"SDQ,SDQ_24",11,0.6239364719228588
"SympChck,CSC_10P",11,0.6239364719228588
"SympChck,CSC_06P",11,0.6239364719228588
"ESWAN,DMDD_10B",11,0.6239364719228588
"SWAN,SWAN_17",11,0.6239364719228588
"SympChck,CSC_12P",11,0.6239364719228588
"SympChck,CSC_55fP",10,0.5672149744753261
"ESWAN,DMDD_7C",10,0.5672149744753261
"SympChck,CSC_47P",10,0.5672149744753261
"SympChck,CSC_42P",10,0.5672149744753261
"SympChck,CSC_38P",10,0.5672149744753261
"SympChck,CSC_32P",10,0.5672149744753261
"SympChck,CSC_36P",10,0.5672149744753261
"SympChck,CSC_50P",10,0.5672149744753261
"ESWAN,DMDD_4C",10,0.5672149744753261
"SympChck,CSC_55gP",10,0.5672149744753261
"SympChck,CSC_11P",10,0.5672149744753261
"SympChck,CSC_18P",10,0.5672149744753261
"SympChck,CSC_45C",10,0.5672149744753261
"SDQ,SDQ_12",10,0.5672149744753261
"PCIAT,PCIAT_16",10,0.5672149744753261
"CBCL,CBCL_30",9,0.5104934770277936
"SympChck,CSC_35P",9,0.5104934770277936
"CBCL,CBCL_86",9,0.5104934770277936
"SympChck,CSC_03P",9,0.5104934770277936
"RBS,RBS_27",9,0.5104934770277936
"SympChck,CSC_21P",9,0.5104934770277936
"PreInt_EduHx,repeated_grades",9,0.5104934770277936
"SDQ,SDQ_04",9,0.5104934770277936
"SympChck,CSC_25P",9,0.5104934770277936
"ESWAN,DMDD_8C",9,0.5104934770277936
"ESWAN,DMDD_8B",9,0.5104934770277936
"SympChck,CSC_20P",9,0.5104934770277936
"SDQ,SDQ_22",9,0.5104934770277936
"ICU_P,ICU_P_16",8,0.45377197958026094
"ESWAN,MDD_8B",8,0.45377197958026094
"SWAN,SWAN_18",8,0.45377197958026094
"SympChck,CSC_24P",8,0.45377197958026094
"ESWAN,DMDD_5C",8,0.45377197958026094
"CBCL,CBCL_67",8,0.45377197958026094
"WHODAS_P,WHODAS_P_12",8,0.45377197958026094
"CBCL,CBCL_82",8,0.45377197958026094
"SympChck,CSC_08C",8,0.45377197958026094
"SympChck,CSC_20C",8,0.45377197958026094
"SympChck,CSC_13P",8,0.45377197958026094
"CBCL,CBCL_112",8,0.45377197958026094
"SympChck,CSC_44P",8,0.45377197958026094
"SympChck,CSC_46P",8,0.45377197958026094
"SympChck,CSC_29P",8,0.45377197958026094
"SympChck,CSC_53P",8,0.45377197958026094
"ESWAN,DMDD_9B",8,0.45377197958026094
"PCIAT,PCIAT_17",7,0.39705048213272826
"SympChck,CSC_55aP",7,0.39705048213272826
"SympChck,CSC_17P",7,0.39705048213272826
"IAT,IAT_14",7,0.39705048213272826
"IAT,IAT_15",7,0.39705048213272826
"ESWAN,DMDD_9A",7,0.39705048213272826
"IAT,IAT_16",7,0.39705048213272826
"IAT,IAT_09",7,0.39705048213272826
"RBS,RBS_21",7,0.39705048213272826
"SympChck,CSC_48P",7,0.39705048213272826
"SympChck,CSC_09P",7,0.39705048213272826
"CBCL,CBCL_55",7,0.39705048213272826
"SympChck,CSC_55hP",7,0.39705048213272826
"CBCL,CBCL_70",7,0.39705048213272826
"SympChck,CSC_07P",7,0.39705048213272826
"IAT,IAT_05",7,0.39705048213272826
"SympChck,CSC_55iC",7,0.39705048213272826
"SympChck,CSC_41P",7,0.39705048213272826
"SympChck,CSC_23P",7,0.39705048213272826
"SWAN,SWAN_15",7,0.39705048213272826
"SympChck,CSC_55iP",7,0.39705048213272826
"SympChck,CSC_05P",7,0.39705048213272826
"SDQ,SDQ_25",7,0.39705048213272826
"SympChck,CSC_14P",7,0.39705048213272826
"ESWAN,DMDD_9C",7,0.39705048213272826
"SympChck,CSC_37C",7,0.39705048213272826
"ICU_P,ICU_P_21",7,0.39705048213272826
"ICU_P,ICU_P_19",6,0.3403289846851957
"CBCL,CBCL_65",6,0.3403289846851957
"ESWAN,DMDD_2C",6,0.3403289846851957
"ESWAN,DMDD_6C",6,0.3403289846851957
"RBS,RBS_24",6,0.3403289846851957
"SympChck,CSC_55dP",6,0.3403289846851957
"SympChck,CSC_17C",6,0.3403289846851957
"ESWAN,DMDD_5A",6,0.3403289846851957
"SDQ,SDQ_15",6,0.3403289846851957
"SympChck,CSC_15C",6,0.3403289846851957
"SympChck,CSC_01P",6,0.3403289846851957
"ESWAN,DMDD_10A",6,0.3403289846851957
"SympChck,CSC_55eP",6,0.3403289846851957
"SDQ,SDQ_23",6,0.3403289846851957
"RBS,RBS_25",6,0.3403289846851957
"SympChck,CSC_55hC",6,0.3403289846851957
"SympChck,CSC_34P",6,0.3403289846851957
"PCIAT,PCIAT_07",6,0.3403289846851957
"CBCL,CBCL_10",6,0.3403289846851957
"PCIAT,PCIAT_19",6,0.3403289846851957
"SympChck,CSC_38C",6,0.3403289846851957
"ICU_P,ICU_P_15",6,0.3403289846851957
"SympChck,CSC_39C",6,0.3403289846851957
"SWAN,SWAN_12",6,0.3403289846851957
"SWAN,SWAN_11",6,0.3403289846851957
"IAT,IAT_06",6,0.3403289846851957
"RBS,RBS_28",6,0.3403289846851957
"CBCL,CBCL_98",6,0.3403289846851957
"PreInt_DevHx,growth_concerns",6,0.3403289846851957
"SympChck,CSC_42C",6,0.3403289846851957
"SympChck,CSC_43P",6,0.3403289846851957
"CBCL,CBCL_46",6,0.3403289846851957
"ESWAN,MDD_9",6,0.3403289846851957
"CBCL,CBCL_53",6,0.3403289846851957
"ESWAN,MDD_8A",6,0.3403289846851957
"ESWAN,MDD_7",6,0.3403289846851957
"CBCL,CBCL_66",6,0.3403289846851957
"CIS_SR,CIS_SR_03",6,0.3403289846851957
"SympChck,CSC_49P",5,0.28360748723766305
"IAT,IAT_08",5,0.28360748723766305
"SympChck,CSC_40P",5,0.28360748723766305
"SympChck,CSC_55gC",5,0.28360748723766305
"IAT,IAT_04",5,0.28360748723766305
"RBS,RBS_39",5,0.28360748723766305
"RBS,RBS_26",5,0.28360748723766305
"SympChck,CSC_50C",5,0.28360748723766305
"IAT,IAT_10",5,0.28360748723766305
"SympChck,CSC_16C",5,0.28360748723766305
"SympChck,CSC_51P",5,0.28360748723766305
"SympChck,CSC_52C",5,0.28360748723766305
"SympChck,CSC_52P",5,0.28360748723766305
"IAT,IAT_20",5,0.28360748723766305
"SympChck,CSC_28C",5,0.28360748723766305
"SympChck,CSC_55cP",5,0.28360748723766305
"SympChck,CSC_27P",5,0.28360748723766305
"SympChck,CSC_55aC",5,0.28360748723766305
"IAT,IAT_17",5,0.28360748723766305
"WHODAS_SR,WHODAS_SR_11",5,0.28360748723766305
"IAT,IAT_03",5,0.28360748723766305
"SympChck,CSC_55bC",5,0.28360748723766305
"SympChck,CSC_26C",5,0.28360748723766305
"CBCL,CBCL_56C",5,0.28360748723766305
"SympChck,CSC_08P",5,0.28360748723766305
"ESWAN,DMDD_8A",5,0.28360748723766305
"SCARED_P,SCARED_P_34",5,0.28360748723766305
"ICU_P,ICU_P_17",5,0.28360748723766305
"ESWAN,MDD_4",5,0.28360748723766305
"ESWAN,MDD_6",5,0.28360748723766305
"ICU_P,ICU_P_10",5,0.28360748723766305
"SCARED_P,SCARED_P_38",5,0.28360748723766305
"CBCL,CBCL_103",5,0.28360748723766305
"CBCL,CBCL_100",5,0.28360748723766305
"SRS,SRS_51",5,0.28360748723766305
"CBCL,CBCL_77",5,0.28360748723766305
"SDQ,SDQ_19",5,0.28360748723766305
"CBCL,CBCL_84",5,0.28360748723766305
"CBCL,CBCL_85",5,0.28360748723766305
"PCIAT,PCIAT_20",5,0.28360748723766305
"SWAN,SWAN_16",5,0.28360748723766305
"PCIAT,PCIAT_15",5,0.28360748723766305
"CBCL,CBCL_90",5,0.28360748723766305
"ICU_P,ICU_P_23",5,0.28360748723766305
"ICU_P,ICU_P_22",5,0.28360748723766305
"WHODAS_P,WHODAS_P_07",5,0.28360748723766305
"CBCL,CBCL_60",5,0.28360748723766305
"DTS,DTS_07",5,0.28360748723766305
"SympChck,CSC_04P",5,0.28360748723766305
"CBCL,CBCL_40",5,0.28360748723766305
"SDQ,SDQ_16",5,0.28360748723766305
"SDQ,SDQ_14",5,0.28360748723766305
"CBCL,CBCL_29",5,0.28360748723766305
"ESWAN,DMDD_6B",5,0.28360748723766305
"ASSQ,ASSQ_12",5,0.28360748723766305
"CBCL,CBCL_73",5,0.28360748723766305
"ESWAN,DMDD_7B",5,0.28360748723766305
"SWAN,SWAN_10",5,0.28360748723766305
"CBCL,CBCL_105",4,0.22688598979013047
"CBCL,CBCL_25",4,0.22688598979013047
"CBCL,CBCL_28",4,0.22688598979013047
"RBS,RBS_30",4,0.22688598979013047
"CBCL,CBCL_15",4,0.22688598979013047
"CBCL,CBCL_32",4,0.22688598979013047
"CBCL,CBCL_09",4,0.22688598979013047
"CBCL,CBCL_44",4,0.22688598979013047
"CBCL,CBCL_49",4,0.22688598979013047
"SWAN,SWAN_14",4,0.22688598979013047
"SWAN,SWAN_13",4,0.22688598979013047
"SRS,SRS_48",4,0.22688598979013047
"CBCL,CBCL_91",4,0.22688598979013047
"ESWAN,MDD_2B",4,0.22688598979013047
"RBS,RBS_10",4,0.22688598979013047
"DTS,DTS_13",4,0.22688598979013047
"MFQ_P,MFQ_P_29",4,0.22688598979013047
"MFQ_P,MFQ_P_33",4,0.22688598979013047
"RBS,RBS_13",4,0.22688598979013047
"ESWAN,DMDD_3C",4,0.22688598979013047
"ESWAN,DMDD_6A",4,0.22688598979013047
"RBS,RBS_22",4,0.22688598979013047
"ESWAN,DMDD_7A",4,0.22688598979013047
"SDQ,SDQ_08",4,0.22688598979013047
"CBCL,CBCL_92",4,0.22688598979013047
"SDQ,SDQ_06",4,0.22688598979013047
"SRS,SRS_64",4,0.22688598979013047
"SRS,SRS_62",4,0.22688598979013047
"SRS,SRS_50",4,0.22688598979013047
"SRS,SRS_21",4,0.22688598979013047
"SRS,SRS_19",4,0.22688598979013047
"SRS,SRS_15",4,0.22688598979013047
"SympChck,CSC_53C",4,0.22688598979013047
"CBCL,CBCL_96",4,0.22688598979013047
"ESWAN,DMDD_5B",4,0.22688598979013047
"SympChck,CSC_55cC",4,0.22688598979013047
"PCIAT,PCIAT_18",4,0.22688598979013047
"SympChck,CSC_28P",4,0.22688598979013047
"WHODAS_SR,WHODAS_SR_12",4,0.22688598979013047
"ICU_P,ICU_P_20",4,0.22688598979013047
"PCIAT,PCIAT_14",4,0.22688598979013047
"CIS_P,CIS_P_10",4,0.22688598979013047
"SympChck,CSC_43C",4,0.22688598979013047
"SympChck,CSC_11C",4,0.22688598979013047
"PCIAT,PCIAT_08",4,0.22688598979013047
"SCQ,SCQ_15",4,0.22688598979013047
"CIS_P,CIS_P_05",4,0.22688598979013047
"CIS_SR,CIS_SR_07",4,0.22688598979013047
"ASSQ,ASSQ_19",4,0.22688598979013047
"SCQ,SCQ_18",4,0.22688598979013047
"ICU_P,ICU_P_18",4,0.22688598979013047
"SympChck,CSC_02P",4,0.22688598979013047
"SympChck,CSC_30C",4,0.22688598979013047
"SympChck,CSC_33C",4,0.22688598979013047
"SympChck,CSC_36C",4,0.22688598979013047
"SympChck,CSC_35C",4,0.22688598979013047
"PCIAT,PCIAT_04",3,0.17016449234259784
"ASSQ,ASSQ_05",3,0.17016449234259784
"CBCL,CBCL_88",3,0.17016449234259784
"ESWAN,MDD_1B",3,0.17016449234259784
"SRS,SRS_36",3,0.17016449234259784
"SRS,SRS_65",3,0.17016449234259784
"ICU_P,ICU_P_24",3,0.17016449234259784
"CIS_SR,CIS_SR_04",3,0.17016449234259784
"CBCL,CBCL_74",3,0.17016449234259784
"SRS,SRS_38",3,0.17016449234259784
"SRS,SRS_57",3,0.17016449234259784
"ESWAN,DMDD_4B",3,0.17016449234259784
"SRS,SRS_39",3,0.17016449234259784
"CBCL,CBCL_79",3,0.17016449234259784
"PCIAT,PCIAT_03",3,0.17016449234259784
"SRS,SRS_44",3,0.17016449234259784
"ESWAN,MDD_3B",3,0.17016449234259784
"SRS,SRS_47",3,0.17016449234259784
"PCIAT,PCIAT_05",3,0.17016449234259784
"SRS,SRS_49",3,0.17016449234259784
"ESWAN,DMDD_4A",3,0.17016449234259784
"CBCL,CBCL_80",3,0.17016449234259784
"SRS,SRS_37",3,0.17016449234259784
"ICU_P,ICU_P_14",3,0.17016449234259784
"ESWAN,MDD_5",3,0.17016449234259784
"ESWAN,SocAnx_05",3,0.17016449234259784
"PCIAT,PCIAT_12",3,0.17016449234259784
"ESWAN,SocAnx_03",3,0.17016449234259784
"ESWAN,SocAnx_02",3,0.17016449234259784
"ESWAN,SocAnx_01",3,0.17016449234259784
"SRS,SRS_02",3,0.17016449234259784
"CBCL,CBCL_94",3,0.17016449234259784
"SRS,SRS_14",3,0.17016449234259784
"PCIAT,PCIAT_10",3,0.17016449234259784
"SCQ,SCQ_17",3,0.17016449234259784
"PCIAT,PCIAT_09",3,0.17016449234259784
"SCQ,SCQ_34",3,0.17016449234259784
"SCQ,SCQ_35",3,0.17016449234259784
"SCQ,SCQ_36",3,0.17016449234259784
"SCQ,SCQ_37",3,0.17016449234259784
"SCQ,SCQ_39",3,0.17016449234259784
"SRS,SRS_22",3,0.17016449234259784
"ICU_P,ICU_P_03",3,0.17016449234259784
"SCQ,SCQ_13",3,0.17016449234259784
"ICU_P,ICU_P_07",3,0.17016449234259784
"ASSQ,ASSQ_27",3,0.17016449234259784
"SCQ,SCQ_10",3,0.17016449234259784
"ICU_P,ICU_P_11",3,0.17016449234259784
"ICU_P,ICU_P_12",3,0.17016449234259784
"ICU_P,ICU_P_13",3,0.17016449234259784
"SRS,SRS_COG_T",3,0.17016449234259784
"SympChck,CSC_01C",3,0.17016449234259784
"CBCL,CBCL_50",3,0.17016449234259784
"RBS,RBS_06",3,0.17016449234259784
"SDQ,SDQ_20",3,0.17016449234259784
"DTS,DTS_15",3,0.17016449234259784
"DTS,DTS_14",3,0.17016449234259784
"IAT,IAT_11",3,0.17016449234259784
"IAT,IAT_12",3,0.17016449234259784
"SDQ,SDQ_26",3,0.17016449234259784
"SympChck,CSC_02C",3,0.17016449234259784
"CBCL,CBCL_48",3,0.17016449234259784
"SympChck,CSC_05C",3,0.17016449234259784
"SympChck,CSC_54C",3,0.17016449234259784
"SCARED_P,SCARED_P_30",3,0.17016449234259784
"IAT,IAT_18",3,0.17016449234259784
"CBCL,CBCL_16",3,0.17016449234259784
"RBS,RBS_12",3,0.17016449234259784
"SympChck,CSC_27C",3,0.17016449234259784
"IAT,IAT_13",3,0.17016449234259784
"SympChck,CSC_12C",3,0.17016449234259784
"SympChck,CSC_24C",3,0.17016449234259784
"SympChck,CSC_23C",3,0.17016449234259784
"RBS,RBS_23",3,0.17016449234259784
"SympChck,CSC_18C",3,0.17016449234259784
"SympChck,CSC_19C",3,0.17016449234259784
"MFQ_P,MFQ_P_03",3,0.17016449234259784
"CBCL,CBCL_56D",3,0.17016449234259784
"SDQ,SDQ_17",3,0.17016449234259784
"CBCL,CBCL_56F",3,0.17016449234259784
"SympChck,CSC_41C",3,0.17016449234259784
"SRS,SRS_COM_T",3,0.17016449234259784
"MFQ_P,MFQ_P_32",3,0.17016449234259784
"SCARED_P,SCARED_P_09",3,0.17016449234259784
"CBCL,CBCL_58",3,0.17016449234259784
"SRS,SRS_SCI_T",3,0.17016449234259784
"SRS,SRS_Total_T",3,0.17016449234259784
"CBCL,CBCL_57",3,0.17016449234259784
"CBCL,CBCL_109",3,0.17016449234259784
"SDQ,SDQ_13",3,0.17016449234259784
"WHODAS_P,WHODAS_P_11",3,0.17016449234259784
"WHODAS_P,WHODAS_P_09",3,0.17016449234259784
"SDQ,SDQ_10",3,0.17016449234259784
"SDQ,SDQ_11",3,0.17016449234259784
"MFQ_P,MFQ_P_09",3,0.17016449234259784
"MFQ_P,MFQ_P_08",3,0.17016449234259784
"CBCL,CBCL_56E",3,0.17016449234259784
"IAT,IAT_19",3,0.17016449234259784
"CBCL,CBCL_93",2,0.11344299489506524
"CBCL,CBCL_35",2,0.11344299489506524
"CBCL,CBCL_95",2,0.11344299489506524
"CBCL,CBCL_33",2,0.11344299489506524
"SCARED_P,SCARED_P_25",2,0.11344299489506524
"CBCL,CBCL_36",2,0.11344299489506524
"CBCL,CBCL_97",2,0.11344299489506524
"CBCL,CBCL_RBB_T",2,0.11344299489506524
"CBCL,CBCL_39",2,0.11344299489506524
"CBCL,CBCL_42",2,0.11344299489506524
"SCARED_P,SCARED_P_21",2,0.11344299489506524
"PCIAT,PCIAT_13",2,0.11344299489506524
"CBCL,CBCL_45",2,0.11344299489506524
"SCARED_P,SCARED_P_20",2,0.11344299489506524
"CBCL,CBCL_51",2,0.11344299489506524
"CBCL,CBCL_89",2,0.11344299489506524
"SCARED_P,SCARED_P_15",2,0.11344299489506524
"CBCL,CBCL_83",2,0.11344299489506524
"CIS_SR,CIS_SR_10",2,0.11344299489506524
"CBCL,CBCL_62",2,0.11344299489506524
"CBCL,CBCL_76",2,0.11344299489506524
"CBCL,CBCL_75",2,0.11344299489506524
"SCARED_P,SCARED_P_02",2,0.11344299489506524
"CBCL,CBCL_Ext_T",2,0.11344299489506524
"SympChck,CSC_44C",2,0.11344299489506524
"CBCL,CBCL_SC_T",2,0.11344299489506524
"WHODAS_SR,WHODAS_SR_02",2,0.11344299489506524
"SRS,SRS_RRB_T",2,0.11344299489506524
"SDQ,SDQ_02",2,0.11344299489506524
"SDQ,SDQ_03",2,0.11344299489506524
"SDQ,SDQ_05",2,0.11344299489506524
"WHODAS_P,WHODAS_P_08",2,0.11344299489506524
"SDQ,SDQ_18",2,0.11344299489506524
"WHODAS_SR,WHODAS_SR_10",2,0.11344299489506524
"WHODAS_SR,WHODAS_SR_07",2,0.11344299489506524
"WHODAS_SR,WHODAS_SR_05",2,0.11344299489506524
"WHODAS_SR,WHODAS_SR_03",2,0.11344299489506524
"CIS_P,CIS_P_11",2,0.11344299489506524
"SRS,SRS_DSMRRB_T",2,0.11344299489506524
"RBS,RBS_08",2,0.11344299489506524
"RBS,RBS_09",2,0.11344299489506524
"RBS,RBS_14",2,0.11344299489506524
"RBS,RBS_16",2,0.11344299489506524
"RBS,RBS_19",2,0.11344299489506524
"RBS,RBS_20",2,0.11344299489506524
"RBS,RBS_32",2,0.11344299489506524
"RBS,RBS_34",2,0.11344299489506524
"RBS,RBS_38",2,0.11344299489506524
"RBS,RBS_42",2,0.11344299489506524
"SRS,SRS_MOT_T",2,0.11344299489506524
"SRS,SRS_AWR_T",2,0.11344299489506524
"CBCL,CBCL_TP_T",2,0.11344299489506524
"SRS,SRS_28",2,0.11344299489506524
"CBCL,CBCL_Total_T",2,0.11344299489506524
"SRS,SRS_05",2,0.11344299489506524
"SRS,SRS_06",2,0.11344299489506524
"SRS,SRS_13",2,0.11344299489506524
"SRS,SRS_16",2,0.11344299489506524
"SRS,SRS_17",2,0.11344299489506524
"SRS,SRS_20",2,0.11344299489506524
"SRS,SRS_23",2,0.11344299489506524
"SRS,SRS_25",2,0.11344299489506524
"SRS,SRS_26",2,0.11344299489506524
"SRS,SRS_30",2,0.11344299489506524
"SRS,SRS_63",2,0.11344299489506524
"SRS,SRS_32",2,0.11344299489506524
