,Amount missing,Persentage missing
"PreInt_EduHx,absent_late",256,17.778
"PreInt_EduHx,absent_ill",246,17.083
"PreInt_DevHx,skill_age_06",236,16.389
"PreInt_DevHx,hospital_dur",230,15.972
"PreInt_DevHx,premature",166,11.528
"SDQ,SDQ_27",147,10.208
"SDQ,SDQ_28",144,10.000
"SDQ,SDQ_29_d",142,9.861
"SDQ,SDQ_29_b",137,9.514
"SDQ,SDQ_29_c",136,9.444
"SDQ,SDQ_29_a",134,9.306
"PreInt_DevHx,newborn_problems",132,9.167
"SDQ,SDQ_30",130,9.028
"PreInt_EduHx,current_religious",123,8.542
"PreInt_DevHx,birthweight_lbs",121,8.403
"PreInt_EduHx,number_friends",117,8.125
"APQ_SR,APQ_SR_20A",98,6.806
"APQ_SR,APQ_SR_09A",96,6.667
"APQ_SR,APQ_SR_15A",96,6.667
"APQ_SR,APQ_SR_11A",95,6.597
"APQ_SR,APQ_SR_26A",95,6.597
"APQ_SR,APQ_SR_14A",95,6.597
"APQ_SR,APQ_SR_07A",94,6.528
"APQ_SR,APQ_SR_04A",93,6.458
"APQ_SR,APQ_SR_01A",85,5.903
"PreInt_DevHx,m_birthage",77,5.347
"PreInt_DevHx,complications",67,4.653
"CBCL,CBCL_56H",66,4.583
"WHODAS_P,WHODAS_P_Days03",66,4.583
"WHODAS_P,WHODAS_P_Days01",63,4.375
"WHODAS_P,WHODAS_P_Days02",60,4.167
"PreInt_EduHx,afterschoolteams",58,4.028
"WHODAS_SR,WHODAS_SR_Days01",49,3.403
"WHODAS_SR,WHODAS_SR_Days03",43,2.986
"WHODAS_SR,WHODAS_SR_Days02",41,2.847
"PreInt_EduHx,getalongkids_school",40,2.778
"PreInt_EduHx,bullied",35,2.431
"PreInt_EduHx,suspension",33,2.292
"CBCL,CBCL_41",31,2.153
"SCQ,SCQ_06",26,1.806
"SCQ,SCQ_02",26,1.806
"PreInt_DevHx,preg_dur",25,1.736
"SCQ,SCQ_07",25,1.736
"SCQ,SCQ_04",25,1.736
"SCQ,SCQ_05",24,1.667
"NIH_Scores,NIH7_List",24,1.667
"SCQ,SCQ_03",24,1.667
"PreInt_EduHx,expulsion",22,1.528
"NIH_Scores,NIH7_Pattern",22,1.528
"Barratt,financialsupport",21,1.458
"PreInt_EduHx,school_difficulty",20,1.389
"ESWAN,Panic_B13",18,1.250
"ESWAN,Panic_B12",17,1.181
"PreInt_EduHx,tutor",17,1.181
"PreInt_DevHx,puberty",16,1.111
"ESWAN,Panic_B11",16,1.111
"PreInt_DevHx,delivery",16,1.111
"PreInt_EduHx,detention",15,1.042
"ESWAN,Panic_B05",14,0.972
"ESWAN,Panic_B02",14,0.972
"ESWAN,Panic_A03B",14,0.972
"ESWAN,DMDD_10C",14,0.972
"ESWAN,Panic_B09",14,0.972
"SympChck,CSC_33P",13,0.903
"ESWAN,Panic_B08",13,0.903
"ESWAN,Panic_B06",13,0.903
"ESWAN,Panic_B10",13,0.903
"ESWAN,Panic_B07",12,0.833
"SympChck,CSC_32C",12,0.833
"SympChck,CSC_30P",12,0.833
"ESWAN,Panic_A02B",12,0.833
"ESWAN,Panic_A03A",12,0.833
"ESWAN,Panic_A01B",12,0.833
"SympChck,CSC_55bP",11,0.764
"SympChck,CSC_31P",11,0.764
"ESWAN,Panic_B04",11,0.764
"NIH_Scores,NIH7_Flanker",11,0.764
"ESWAN,Panic_B03",11,0.764
"SWAN,SWAN_17",11,0.764
"NIH_Scores,NIH7_Card",11,0.764
"SympChck,CSC_26P",11,0.764
"PreInt_DevHx,lost_skills",11,0.764
"ESWAN,DMDD_10B",11,0.764
"SympChck,CSC_45P",11,0.764
"ESWAN,Panic_A01A",10,0.694
"SympChck,CSC_10P",10,0.694
"SympChck,CSC_37P",10,0.694
"SympChck,CSC_12P",10,0.694
"SympChck,CSC_42P",10,0.694
"SDQ,SDQ_12",10,0.694
"SympChck,CSC_19P",10,0.694
"SympChck,CSC_16P",10,0.694
"ESWAN,DMDD_4C",10,0.694
"SympChck,CSC_38P",10,0.694
"SympChck,CSC_36P",10,0.694
"SympChck,CSC_22P",10,0.694
"ESWAN,Panic_A02A",10,0.694
"ESWAN,Panic_B01",10,0.694
"SympChck,CSC_39P",10,0.694
"SympChck,CSC_54P",10,0.694
"ESWAN,DMDD_7C",9,0.625
"RBS,RBS_44",9,0.625
"PreInt_EduHx,bestfriend",9,0.625
"SympChck,CSC_06P",9,0.625
"SympChck,CSC_32P",9,0.625
"SDQ,SDQ_04",9,0.625
"SympChck,CSC_15P",9,0.625
"PreInt_EduHx,family_religious",9,0.625
"SympChck,CSC_35P",9,0.625
"SympChck,CSC_25P",9,0.625
"SympChck,CSC_55fP",8,0.556
"SympChck,CSC_08C",8,0.556
"RBS,RBS_27",8,0.556
"ESWAN,DMDD_9B",8,0.556
"ESWAN,MDD_8B",8,0.556
"ESWAN,DMDD_8C",8,0.556
"ESWAN,DMDD_8B",8,0.556
"SympChck,CSC_20P",8,0.556
"SympChck,CSC_29P",8,0.556
"SympChck,CSC_50P",8,0.556
"SympChck,CSC_21P",8,0.556
"SympChck,CSC_11P",8,0.556
"SympChck,CSC_24P",8,0.556
"SympChck,CSC_55dC",8,0.556
"SWAN,SWAN_18",8,0.556
"SDQ,SDQ_24",8,0.556
"SympChck,CSC_55gP",8,0.556
"CBCL,CBCL_30",8,0.556
"SympChck,CSC_45C",8,0.556
"SympChck,CSC_13P",7,0.486
"PCIAT,PCIAT_16",7,0.486
"SympChck,CSC_20C",7,0.486
"CBCL,CBCL_112",7,0.486
"SDQ,SDQ_22",7,0.486
"SympChck,CSC_18P",7,0.486
"CBCL,CBCL_67",7,0.486
"ESWAN,DMDD_5C",7,0.486
"ESWAN,DMDD_9A",7,0.486
"CBCL,CBCL_86",7,0.486
"CBCL,CBCL_82",7,0.486
"SympChck,CSC_55iC",7,0.486
"APQ_SR,APQ_SR_32",7,0.486
"IAT,IAT_15",7,0.486
"SympChck,CSC_47P",7,0.486
"SympChck,CSC_41P",7,0.486
"IAT,IAT_16",7,0.486
"CBCL,CBCL_70",7,0.486
"SympChck,CSC_44P",7,0.486
"WHODAS_P,WHODAS_P_12",7,0.486
"IAT,IAT_05",7,0.486
"SympChck,CSC_17P",6,0.417
"APQ_SR,APQ_SR_28",6,0.417
"SympChck,CSC_14P",6,0.417
"SWAN,SWAN_15",6,0.417
"SDQ,SDQ_25",6,0.417
"PCIAT,PCIAT_17",6,0.417
"CBCL,CBCL_55",6,0.417
"SympChck,CSC_48P",6,0.417
"SWAN,SWAN_12",6,0.417
"ESWAN,DMDD_2C",6,0.417
"ESWAN,DMDD_5A",6,0.417
"SDQ,SDQ_23",6,0.417
"ESWAN,DMDD_9C",6,0.417
"SympChck,CSC_53P",6,0.417
"ESWAN,MDD_7",6,0.417
"ESWAN,MDD_8A",6,0.417
"ESWAN,MDD_9",6,0.417
"RBS,RBS_21",6,0.417
"RBS,RBS_24",6,0.417
"RBS,RBS_25",6,0.417
"SympChck,CSC_23P",6,0.417
"RBS,RBS_28",6,0.417
"SWAN,SWAN_11",6,0.417
"ESWAN,DMDD_10A",6,0.417
"CBCL,CBCL_65",6,0.417
"SympChck,CSC_55hP",6,0.417
"SympChck,CSC_03P",6,0.417
"SympChck,CSC_39C",6,0.417
"SympChck,CSC_09P",6,0.417
"SympChck,CSC_37C",6,0.417
"IAT,IAT_06",6,0.417
"SympChck,CSC_55iP",6,0.417
"CBCL,CBCL_66",6,0.417
"SympChck,CSC_55hC",6,0.417
"SDQ,SDQ_15",6,0.417
"SympChck,CSC_46P",6,0.417
"SympChck,CSC_55eP",6,0.417
"APQ_SR,APQ_SR_19",6,0.417
"APQ_SR,APQ_SR_26",6,0.417
"SympChck,CSC_42C",5,0.347
"SympChck,CSC_49P",5,0.347
"SympChck,CSC_34P",5,0.347
"SWAN,SWAN_10",5,0.347
"SympChck,CSC_40P",5,0.347
"SympChck,CSC_01P",5,0.347
"SympChck,CSC_05P",5,0.347
"ICU_P,ICU_P_15",5,0.347
"SympChck,CSC_26C",5,0.347
"ICU_P,ICU_P_21",5,0.347
"SympChck,CSC_38C",5,0.347
"ESWAN,DMDD_6B",5,0.347
"ESWAN,DMDD_8A",5,0.347
"ESWAN,DMDD_7B",5,0.347
"ESWAN,DMDD_6C",5,0.347
"APQ_SR,APQ_SR_18",5,0.347
"SympChck,CSC_07P",5,0.347
"SympChck,CSC_55aC",5,0.347
"SympChck,CSC_55aP",5,0.347
"SympChck,CSC_43P",5,0.347
"SympChck,CSC_55bC",5,0.347
"SympChck,CSC_55cP",5,0.347
"APQ_SR,APQ_SR_14",5,0.347
"SWAN,SWAN_16",5,0.347
"ICU_P,ICU_P_16",5,0.347
"SympChck,CSC_27P",5,0.347
"CBCL,CBCL_53",5,0.347
"SRS,SRS_51",5,0.347
"APQ_SR,APQ_SR_24",5,0.347
"CBCL,CBCL_77",5,0.347
"SDQ,SDQ_19",5,0.347
"IAT,IAT_04",5,0.347
"IAT,IAT_08",5,0.347
"IAT,IAT_09",5,0.347
"IAT,IAT_10",5,0.347
"IAT,IAT_14",5,0.347
"IAT,IAT_17",5,0.347
"DTS,DTS_07",5,0.347
"CBCL,CBCL_98",5,0.347
"CBCL,CBCL_46",5,0.347
"SCARED_P,SCARED_P_34",5,0.347
"CBCL,CBCL_56C",5,0.347
"SDQ,SDQ_16",5,0.347
"CBCL,CBCL_10",5,0.347
"CBCL,CBCL_85",5,0.347
"SDQ,SDQ_14",5,0.347
"RBS,RBS_26",5,0.347
"CBCL,CBCL_84",5,0.347
"CBCL,CBCL_29",5,0.347
"PCIAT,PCIAT_19",5,0.347
"SCARED_P,SCARED_P_38",4,0.278
"APQ_SR,APQ_SR_07",4,0.278
"SympChck,CSC_36C",4,0.278
"SympChck,CSC_33C",4,0.278
"SCQ,SCQ_18",4,0.278
"DTS,DTS_13",4,0.278
"CBCL,CBCL_40",4,0.278
"SRS,SRS_21",4,0.278
"CBCL,CBCL_44",4,0.278
"MFQ_P,MFQ_P_33",4,0.278
"SRS,SRS_64",4,0.278
"CBCL,CBCL_49",4,0.278
"ESWAN,DMDD_7A",4,0.278
"ESWAN,MDD_2B",4,0.278
"SympChck,CSC_52P",4,0.278
"SympChck,CSC_53C",4,0.278
"APQ_P,APQ_P_30",4,0.278
"RBS,RBS_13",4,0.278
"SDQ,SDQ_06",4,0.278
"ESWAN,MDD_6",4,0.278
"ICU_P,ICU_P_17",4,0.278
"RBS,RBS_22",4,0.278
"ESWAN,DMDD_6A",4,0.278
"ESWAN,DMDD_5B",4,0.278
"ICU_P,ICU_P_19",4,0.278
"CBCL,CBCL_73",4,0.278
"ICU_P,ICU_P_22",4,0.278
"ESWAN,DMDD_3C",4,0.278
"CIS_P,CIS_P_10",4,0.278
"SympChck,CSC_08P",4,0.278
"RBS,RBS_30",4,0.278
"SympChck,CSC_52C",4,0.278
"WHODAS_SR,WHODAS_SR_12",4,0.278
"PCIAT,PCIAT_07",4,0.278
"CBCL,CBCL_92",4,0.278
"PreInt_EduHx,repeated_grades",4,0.278
"IAT,IAT_20",4,0.278
"APQ_SR,APQ_SR_20",4,0.278
"CBCL,CBCL_103",4,0.278
"IAT,IAT_03",4,0.278
"CBCL,CBCL_105",4,0.278
"PCIAT,PCIAT_14",4,0.278
"PSI,PSI_10",4,0.278
"CBCL,CBCL_96",4,0.278
"ASSQ,ASSQ_12",4,0.278
"CIS_SR,CIS_SR_03",4,0.278
"SympChck,CSC_55dP",4,0.278
"CBCL,CBCL_09",4,0.278
"SympChck,CSC_50C",4,0.278
"APQ_SR,APQ_SR_15",4,0.278
"SympChck,CSC_16C",4,0.278
"PCIAT,PCIAT_20",4,0.278
"SWAN,SWAN_13",4,0.278
"SWAN,SWAN_14",4,0.278
"PCIAT,PCIAT_15",4,0.278
"SympChck,CSC_15C",4,0.278
"APQ_P,APQ_P_06",4,0.278
"WHODAS_SR,WHODAS_SR_11",4,0.278
"SRS,SRS_15",4,0.278
"RBS,RBS_39",4,0.278
"SympChck,CSC_51P",4,0.278
"CBCL,CBCL_28",4,0.278
"SCQ,SCQ_35",3,0.208
"SRS,SRS_65",3,0.208
"SCQ,SCQ_36",3,0.208
"SCQ,SCQ_37",3,0.208
"SCQ,SCQ_17",3,0.208
"SympChck,CSC_43C",3,0.208
"SRS,SRS_Total_T",3,0.208
"APQ_P,APQ_P_37",3,0.208
"SRS,SRS_COG_T",3,0.208
"APQ_SR,APQ_SR_04",3,0.208
"SRS,SRS_SCI_T",3,0.208
"SCQ,SCQ_10",3,0.208
"CBCL,CBCL_80",3,0.208
"CBCL,CBCL_79",3,0.208
"SCQ,SCQ_15",3,0.208
"SRS,SRS_COM_T",3,0.208
"SympChck,CSC_28C",3,0.208
"CBCL,CBCL_60",3,0.208
"SympChck,CSC_30C",3,0.208
"PSI,PSI_24",3,0.208
"SDQ,SDQ_26",3,0.208
"CBCL,CBCL_16",3,0.208
"SympChck,CSC_17C",3,0.208
"CBCL,CBCL_15",3,0.208
"CBCL,CBCL_109",3,0.208
"PSI,PSI_33",3,0.208
"CBCL,CBCL_58",3,0.208
"SympChck,CSC_23C",3,0.208
"CBCL,CBCL_100",3,0.208
"SympChck,CSC_24C",3,0.208
"SympChck,CSC_28P",3,0.208
"DTS,DTS_15",3,0.208
"SympChck,CSC_27C",3,0.208
"PSI,PSI_23",3,0.208
"CBCL,CBCL_32",3,0.208
"SympChck,CSC_11C",3,0.208
"APQ_P,APQ_P_20",3,0.208
"SDQ,SDQ_17",3,0.208
"SympChck,CSC_04P",3,0.208
"CBCL,CBCL_91",3,0.208
"CBCL,CBCL_48",3,0.208
"CBCL,CBCL_50",3,0.208
"SDQ,SDQ_11",3,0.208
"ICU_P,ICU_P_23",3,0.208
"ICU_P,ICU_P_20",3,0.208
"ICU_P,ICU_P_18",3,0.208
"CBCL,CBCL_56D",3,0.208
"CBCL,CBCL_56E",3,0.208
"CBCL,CBCL_56F",3,0.208
"ICU_P,ICU_P_10",3,0.208
"SympChck,CSC_35C",3,0.208
"DTS,DTS_14",3,0.208
"ESWAN,SocAnx_05",3,0.208
"APQ_P,APQ_P_10",3,0.208
"APQ_SR,APQ_SR_23",3,0.208
"SRS,SRS_37",3,0.208
"APQ_SR,APQ_SR_25",3,0.208
"CIS_SR,CIS_SR_07",3,0.208
"SAS,SAS_07",3,0.208
"APQ_SR,APQ_SR_17",3,0.208
"APQ_SR,APQ_SR_16",3,0.208
"SAS,SAS_09",3,0.208
"SCARED_P,SCARED_P_30",3,0.208
"ESWAN,DMDD_4B",3,0.208
"ESWAN,DMDD_4A",3,0.208
"SympChck,CSC_54C",3,0.208
"RBS,RBS_06",3,0.208
"APQ_SR,APQ_SR_05",3,0.208
"SRS,SRS_14",3,0.208
"SRS,SRS_39",3,0.208
"SRS,SRS_22",3,0.208
"MFQ_P,MFQ_P_32",3,0.208
"MFQ_P,MFQ_P_03",3,0.208
"APQ_SR,APQ_SR_30",3,0.208
"APQ_SR,APQ_SR_33",3,0.208
"APQ_SR,APQ_SR_09",3,0.208
"WHODAS_P,WHODAS_P_07",3,0.208
"APQ_SR,APQ_SR_10",3,0.208
"APQ_SR,APQ_SR_11",3,0.208
"SRS,SRS_19",3,0.208
"SympChck,CSC_55cC",3,0.208
"APQ_SR,APQ_SR_12",3,0.208
"WHODAS_P,WHODAS_P_09",3,0.208
"MFQ_P,MFQ_P_09",3,0.208
"SRS,SRS_38",3,0.208
"RBS,RBS_12",3,0.208
"MFQ_P,MFQ_P_08",3,0.208
"SRS,SRS_48",3,0.208
"PreInt_DevHx,growth_concerns",3,0.208
"SympChck,CSC_55gC",3,0.208
"PCIAT,PCIAT_08",3,0.208
"SRS,SRS_62",3,0.208
"PCIAT,PCIAT_05",3,0.208
"PCIAT,PCIAT_03",3,0.208
"SRS,SRS_50",3,0.208
"SRS,SRS_49",3,0.208
"CBCL,CBCL_94",3,0.208
"APQ_SR,APQ_SR_21",3,0.208
"IAT,IAT_19",3,0.208
"RBS,RBS_23",3,0.208
"IAT,IAT_18",3,0.208
"PCIAT,PCIAT_12",3,0.208
"SRS,SRS_47",3,0.208
"SRS,SRS_44",3,0.208
"ESWAN,SocAnx_01",3,0.208
"IAT,IAT_13",3,0.208
"ESWAN,SocAnx_02",3,0.208
"ESWAN,MDD_5",3,0.208
"ESWAN,MDD_4",3,0.208
"ESWAN,MDD_3B",3,0.208
"ESWAN,SocAnx_03",3,0.208
"SRS,SRS_57",3,0.208
"DTS,DTS_08",2,0.139
"SympChck,CSC_55fC",2,0.139
"SRS,SRS_16",2,0.139
"DTS,DTS_04",2,0.139
"SympChck,CSC_31C",2,0.139
"SRS,SRS_02",2,0.139
"SRS,SRS_05",2,0.139
"SympChck,CSC_29C",2,0.139
"DTS,DTS_05",2,0.139
"SympChck,CSC_55eC",2,0.139
"ASSQ,ASSQ_02",2,0.139
"ASSQ,ASSQ_05",2,0.139
"SRS,SRS_06",2,0.139
"SRS,SRS_26",2,0.139
"SRS,SRS_17",2,0.139
"SDQ,SDQ_20",2,0.139
"SRS,SRS_AWR_T",2,0.139
"SRS,SRS_63",2,0.139
"ASSQ,ASSQ_14",2,0.139
"ASSQ,ASSQ_18",2,0.139
"SRS,SRS_DSMRRB_T",2,0.139
"SRS,SRS_54",2,0.139
"SRS,SRS_52",2,0.139
"SRS,SRS_MOT_T",2,0.139
"SRS,SRS_RRB_T",2,0.139
"SympChck,CSC_44C",2,0.139
"SRS,SRS_43",2,0.139
"SDQ,SDQ_02",2,0.139
"SRS,SRS_42",2,0.139
"ASSQ,ASSQ_27",2,0.139
"SympChck,CSC_41C",2,0.139
"APQ_P,APQ_P_15",2,0.139
"SDQ,SDQ_08",2,0.139
"SRS,SRS_34",2,0.139
"SAS,SAS_06",2,0.139
"SRS,SRS_32",2,0.139
"SDQ,SDQ_10",2,0.139
"SRS,SRS_30",2,0.139
"SAS,SAS_10",2,0.139
"SympChck,CSC_51C",2,0.139
"SRS,SRS_25",2,0.139
"SRS,SRS_23",2,0.139
"SDQ,SDQ_13",2,0.139
"SRS,SRS_20",2,0.139
"SympChck,CSC_34C",2,0.139
"ASSQ,ASSQ_15",2,0.139
"MFQ_P,MFQ_P_24",2,0.139
"APQ_P,APQ_P_16",2,0.139
"RBS,RBS_32",2,0.139
"CBCL,CBCL_RBB_T",2,0.139
"CBCL,CBCL_SC_T",2,0.139
"CBCL,CBCL_TP_T",2,0.139
"CBCL,CBCL_Total_T",2,0.139
"CIS_P,CIS_P_05",2,0.139
"CIS_P,CIS_P_11",2,0.139
"SCARED_P,SCARED_P_02",2,0.139
"RBS,RBS_20",2,0.139
"RBS,RBS_19",2,0.139
"SCARED_P,SCARED_P_09",2,0.139
"RBS,RBS_16",2,0.139
"SCARED_P,SCARED_P_15",2,0.139
"SCARED_P,SCARED_P_21",2,0.139
"RBS,RBS_10",2,0.139
"RBS,RBS_09",2,0.139
"SCARED_P,SCARED_P_25",2,0.139
"SCARED_P,SCARED_P_26",2,0.139
"SCARED_P,SCARED_P_27",2,0.139
"RBS,RBS_08",2,0.139
"SympChck,CSC_22C",2,0.139
"APQ_SR,APQ_SR_37",2,0.139
"APQ_SR,APQ_SR_36",2,0.139
"WHODAS_P,WHODAS_P_08",2,0.139
"WHODAS_P,WHODAS_P_11",2,0.139
"WHODAS_SR,WHODAS_SR_03",2,0.139
"APQ_SR,APQ_SR_29",2,0.139
"WHODAS_SR,WHODAS_SR_05",2,0.139
"WHODAS_SR,WHODAS_SR_07",2,0.139
"WHODAS_SR,WHODAS_SR_10",2,0.139
"CBCL,CBCL_Ext_T",2,0.139
"RBS,RBS_34",2,0.139
"IAT,IAT_11",2,0.139
"CBCL,CBCL_97",2,0.139
"CBCL,CBCL_101",2,0.139
"CBCL,CBCL_104",2,0.139
"PSI,PSI_32",2,0.139
"PSI,PSI_29",2,0.139
"PSI,PSI_28",2,0.139
"CBCL,CBCL_13",2,0.139
"CBCL,CBCL_17",2,0.139
"CBCL,CBCL_18",2,0.139
"PSI,PSI_20",2,0.139
"PSI,PSI_11",2,0.139
"CBCL,CBCL_35",2,0.139
"CBCL,CBCL_36",2,0.139
"CBCL,CBCL_39",2,0.139
"CBCL,CBCL_43",2,0.139
"CBCL,CBCL_45",2,0.139
"CBCL,CBCL_51",2,0.139
"RBS,RBS_42",2,0.139
"CBCL,CBCL_57",2,0.139
"CBCL,CBCL_62",2,0.139
"RBS,RBS_38",2,0.139
"CBCL,CBCL_74",2,0.139
"CBCL,CBCL_75",2,0.139
"CBCL,CBCL_76",2,0.139
"CBCL,CBCL_83",2,0.139
"CBCL,CBCL_88",2,0.139
"CBCL,CBCL_89",2,0.139
"CBCL,CBCL_90",2,0.139
"CBCL,CBCL_93",2,0.139
"CBCL,CBCL_95",2,0.139
"IAT,IAT_02",2,0.139
"APQ_SR,APQ_SR_40",2,0.139
"SCQ,SCQ_24",2,0.139
"ESWAN,MDD_1A",2,0.139
"SympChck,CSC_06C",2,0.139
"APQ_P,APQ_P_27",2,0.139
"ESWAN,MDD_3A",2,0.139
"ESWAN,SocAnx_04A",2,0.139
"SympChck,CSC_05C",2,0.139
"ESWAN,SocAnx_04B",2,0.139
"SCQ,SCQ_09",2,0.139
"APQ_SR,APQ_SR_01",2,0.139
"SCQ,SCQ_13",2,0.139
"APQ_P,APQ_P_25",2,0.139
"SCQ,SCQ_14",2,0.139
"SympChck,CSC_03C",2,0.139
"SCQ,SCQ_21",2,0.139
"SCQ,SCQ_22",2,0.139
"SCQ,SCQ_23",2,0.139
"PCIAT,PCIAT_04",2,0.139
"SympChck,CSC_02P",2,0.139
"SympChck,CSC_02C",2,0.139
"APQ_P,APQ_P_36",2,0.139
"SCQ,SCQ_32",2,0.139
"SCQ,SCQ_34",2,0.139
"SCQ,SCQ_39",2,0.139
"ICU_P,ICU_P_24",2,0.139
"ICU_P,ICU_P_14",2,0.139
"ICU_P,ICU_P_03",2,0.139
"APQ_P,APQ_P_28",2,0.139
"ICU_P,ICU_P_13",2,0.139
"ESWAN,MDD_1B",2,0.139
"ESWAN,MDD_2A",2,0.139
"SympChck,CSC_18C",2,0.139
"APQ_SR,APQ_SR_13",2,0.139
"PCIAT,PCIAT_06",2,0.139
"PCIAT,PCIAT_09",2,0.139
"PCIAT,PCIAT_10",2,0.139
"SympChck,CSC_21C",2,0.139
"PCIAT,PCIAT_13",2,0.139
"SympChck,CSC_19C",2,0.139
"PCIAT,PCIAT_18",2,0.139
"SWAN,SWAN_02",2,0.139
"SWAN,SWAN_04",2,0.139
"ESWAN,DMDD_3A",2,0.139
"SWAN,SWAN_07",2,0.139
"MFQ_P,MFQ_P_02",2,0.139
"ICU_P,ICU_P_11",2,0.139
"SympChck,CSC_12C",2,0.139
"SympChck,CSC_10C",2,0.139
"ESWAN,DMDD_2A",2,0.139
"MFQ_P,MFQ_P_29",2,0.139
"MFQ_P,MFQ_P_18",2,0.139
"APQ_P,APQ_P_23",2,0.139
"ESWAN,DMDD_1C",2,0.139
"APQ_P,APQ_P_17",1,0.069
"APQ_P,APQ_P_26",1,0.069
"ASSQ,ASSQ_07",1,0.069
"PSI,PSI_22",1,0.069
"PSI,PSI_PD_T",1,0.069
"RBS,RBS_40",1,0.069
"ASSQ,ASSQ_01",1,0.069
"RBS,RBS_41",1,0.069
"PSI,PSI_PCDI_T",1,0.069
"PSI,PSI_13",1,0.069
"PSI,PSI_12",1,0.069
"PSI,PSI_06",1,0.069
"PSI,PSI_DC_T",1,0.069
"PSI,PSI_07",1,0.069
"PSI,PSI_27",1,0.069
"APQ_P,APQ_P_19",1,0.069
"ASSQ,ASSQ_06",1,0.069
"PSI,PSI_30",1,0.069
"PSI,PSI_25",1,0.069
"APQ_SR,APQ_SR_22",1,0.069
